Type;Identification;Field;Locale;Market;Status;Default content;Translated content
PRODUCT;'SETTI_76;body_html;fi;;;"TASTY+ YLEISVEITSI

Etsitkö veistä, jolla voit tehdä kaiken? Brabantian yleisveitsi on juuri tällainen.

• Monikäyttöinen yleisveitsi
• Pituus 24,8 cm
• Terän materiaali korkealaatuinen ruostumaton teräs, kahva muovi
• Ergonomisesti muotoiltu kahva
• Valmistuksessa käytetty 18 % kierrätettyjä materiaaleja
• Takuu 5 vuotta

ORGAANINEN KEITTIÖPYYHE

• 100 % orgaanista puuvillaa
• Paino: 170 g/m²
• Koko: 50 x 70 cm
• GOTS ja OCS CU811033 sertifioitu materiaali
• Ripustuslenkki

HUOM! SETIT TOIMITETAAN PAKKAAMATTOMINA. KYSY PAKKAUSPALVELUSTA ASIAKASPALVELUSTAMME!";"TASTY+ YLEISVEITSI

Etsitkö veistä, jolla voit tehdä kaiken? Brabantian yleisveitsi on juuri tällainen.

• Monikäyttöinen yleisveitsi
• Pituus 24,8 cm
• Terän materiaali korkealaatuinen ruostumaton teräs, kahva muovi
• Ergonomisesti muotoiltu kahva
• Valmistuksessa käytetty 18 % kierrätettyjä materiaaleja
• Takuu 5 vuotta

ORGAANINEN KEITTIÖPYYHE

• 100 % orgaanista puuvillaa
• Paino: 170 g/m²
• Koko: 50 x 70 cm
• GOTS ja OCS CU811033 sertifioitu materiaali
• Ripustuslenkki

HUOM! SETIT TOIMITETAAN PAKKAAMATTOMINA. KYSY PAKKAUSPALVELUSTA ASIAKASPALVELUSTAMME!"
PRODUCT;'SETTI_77;title;fi;;;JA MINÄ OLEN VILJAA LEIKKUULAUTA, KEITTIÖPYYHE JA TASTY+ YLEISVEITSI -SETTI;Ja Minä Olen Viljaa Leikkuulauta, KeittiöPyyhe Ja Tasty+ Yleisveitsi -Setti
PRODUCT;'SETTI_77;body_html;fi;;;"Inspiraationsa Juice Leskisen Syksyn sävelestä saanut Ja minä olen viljaa -teos kuvastaa sitä kuinka me kaikki olemme kuin viljaa: joskus maan kultaa ja toisinaan kypsää kuin talteen korjattava sato.

LEIKKUULAUTA

• Suomalaista koivuviilua
• Koko: 30 x 20 cm
• Suositellaan käsinpesua
• Suomalainen design ja valmistus
• Suunnittelija: Johanna Oras

KEITTIÖPYYHE

• 45 % pellavaa, 55 % puuvillaa
• Koko: 65 x 45 cm
• Ripustuslenkki lyhyellä sivulla
• Suositellaan 60ºC pesua, jotta painovärit pysyvät kirkkaina
• Kutistuvuus n. 3 %
• Kuosittelu kosteana
• Suomalainen design ja valmistus
• Suunnittelija: Johanna Oras

TASTY+ YLEISVEITSI

Etsitkö veistä, jolla voit tehdä kaiken? Brabantian yleisveitsi on juuri tällainen.

• Monikäyttöinen yleisveitsi
• Pituus 24,8 cm
• Terän materiaali korkealaatuinen ruostumaton teräs, kahva muovi
• Ergonomisesti muotoiltu kahva
• Valmistuksessa käytetty 18 % kierrätettyjä materiaaleja";"Inspiraationsa Juice Leskisen Syksyn sävelestä saanut Ja minä olen viljaa -teos kuvastaa sitä kuinka me kaikki olemme kuin viljaa: joskus maan kultaa ja toisinaan kypsää kuin talteen korjattava sato.

LEIKKUULAUTA

• Suomalaista koivuviilua
• Koko: 30 x 20 cm
• Suositellaan käsinpesua
• Suomalainen design ja valmistus
• Suunnittelija: Johanna Oras

KEITTIÖPYYHE

• 45 % pellavaa, 55 % puuvillaa
• Koko: 65 x 45 cm
• Ripustuslenkki lyhyellä sivulla
• Suositellaan 60ºC pesua, jotta painovärit pysyvät kirkkaina
• Kutistuvuus n. 3 %
• Kuosittelu kosteana
• Suomalainen design ja valmistus
• Suunnittelija: Johanna Oras

TASTY+ YLEISVEITSI

Etsitkö veistä, jolla voit tehdä kaiken? Brabantian yleisveitsi on juuri tällainen.

• Monikäyttöinen yleisveitsi
• Pituus 24,8 cm
• Terän materiaali korkealaatuinen ruostumaton teräs, kahva muovi
• Ergonomisesti muotoiltu kahva
• Valmistuksessa käytetty 18 % kierrätettyjä materiaaleja"
PRODUCT;'SETTI_79;title;fi;;;TASTY + YLEISVEITSI JA KEITTIÖPYYHE LAHJAPAKKAUKSESSA;Tasty + Yleisveitsi Ja KeittiöPyyhe Lahjapakkauksessa
PRODUCT;'SETTI_79;body_html;fi;;;"TASTY+ YLEISVEITSI
Etsitkö veistä, jolla voit tehdä kaiken? Brabantian yleisveitsi on juuri tällainen.

• Monikäyttöinen yleisveitsi
• Pituus 24,8 cm
• Terän materiaali korkealaatuinen ruostumaton teräs, kahva muovi
• Ergonomisesti muotoiltu kahva
• Valmistuksessa käytetty 18 % kierrätettyjä materiaaleja
• Takuu 5 vuotta

KEITTIÖPYYHE
Kaunis keittiöpyyhe, josta saa loihdittua kivoja settejä lahjoiksi. 

• Materiaali 100 % puuvilla
• Paksuus 260 g / m2
• Koko 50 x 70 cm

HUOM! SETIT TOIMITETAAN PAKKAAMATTOMINA. KYSY PAKKAUSPALVELUSTA ASIAKASPALVELUSTAMME!";"TASTY+ YLEISVEITSI
Etsitkö veistä, jolla voit tehdä kaiken? Brabantian yleisveitsi on juuri tällainen.

• Monikäyttöinen yleisveitsi
• Pituus 24,8 cm
• Terän materiaali korkealaatuinen ruostumaton teräs, kahva muovi
• Ergonomisesti muotoiltu kahva
• Valmistuksessa käytetty 18 % kierrätettyjä materiaaleja
• Takuu 5 vuotta

KEITTIÖPYYHE
Kaunis keittiöpyyhe, josta saa loihdittua kivoja settejä lahjoiksi. 

• Materiaali 100 % puuvilla
• Paksuus 260 g / m2
• Koko 50 x 70 cm

HUOM! SETIT TOIMITETAAN PAKKAAMATTOMINA. KYSY PAKKAUSPALVELUSTA ASIAKASPALVELUSTAMME!"
PRODUCT;'SETTI_80;title;fi;;;NYSTAD SAUNA LÖYLYTUOKSU LAHJAPAKKAUS;Nystad Sauna LöYlytuoksu Lahjapakkaus
PRODUCT;'SETTI_80;body_html;fi;;;"Kaunis lahjapakkaus sisältää kolme erilaista löylytuoksua, koivu, laventeli ja minttu.

Käyttöohje: Laita tuoksupussi kiuluun ja täytä se kuumalla vedellä. Anna pussin liota kiulussa saunan lämpiämisen ajan tai n. 20 min. Käytä tavallisen löylyveden tapaan ja nauti tuoksuvasta saunasta. Säilytä huoneenlämmössä, kuivassa ja valolta suojattuna.

• Ainesosat: Kuivattu koivunlehti
• Pakkauksessa 3 löylytuoksua
• Valmistettu Suomessa";"Kaunis lahjapakkaus sisältää kolme erilaista löylytuoksua, koivu, laventeli ja minttu.

Käyttöohje: Laita tuoksupussi kiuluun ja täytä se kuumalla vedellä. Anna pussin liota kiulussa saunan lämpiämisen ajan tai n. 20 min. Käytä tavallisen löylyveden tapaan ja nauti tuoksuvasta saunasta. Säilytä huoneenlämmössä, kuivassa ja valolta suojattuna.

• Ainesosat: Kuivattu koivunlehti
• Pakkauksessa 3 löylytuoksua
• Valmistettu Suomessa"
PRODUCT;'SETTI_82;title;fi;;;POLKU TORKKUPEITTO LAHJAPAKKAUKSESSA;Polku Torkkupeitto Lahjapakkauksessa
PRODUCT;'SETTI_82;body_html;fi;;;"Ihana kevyt kesähuopa, jolla saat ilmettä niin sohvalle kuin terassillekin. Puuvillamateriaali lämmittää, mutta myös hengittää käytössä.

• 100 % puuvillaa
• Paino: 270 g/m²
• Koko: 140 x 170 cm
• Kudottu vohvelimateriaali
• Pesu 40 °C
• Valmistusmaa Turkki

HUOM! Kuvassa oleva suklaalevy ei tule setin mukana.";"Ihana kevyt kesähuopa, jolla saat ilmettä niin sohvalle kuin terassillekin. Puuvillamateriaali lämmittää, mutta myös hengittää käytössä.

• 100 % puuvillaa
• Paino: 270 g/m²
• Koko: 140 x 170 cm
• Kudottu vohvelimateriaali
• Pesu 40 °C
• Valmistusmaa Turkki

HUOM! Kuvassa oleva suklaalevy ei tule setin mukana."
PRODUCT;'SETTI_84;title;fi;;;PRINTME MINI;Printme Mini
PRODUCT;'SETTI_84;body_html;fi;;;"• 100 % polyesteriplyysiä
• EN71 Euroopan leluturvallisuussäädöksen mukaisia
• Sopii kaikenikäisille
• Sopii sublimoitavaksi
• Vain käsinpesu

Korkeus:
Blue Teddy - 23 cm
Cat - 30 cm
Cow - 23 cm
Dog - 23 cm
Giraffe - 29 cm
Grey Bunny - 34 cm
Highland Cow - 23 cm
Kangaroo - 23 cm
Koala Bear - 26 cm
Lamb - 23 cm
Lion - 26 cm
Owl - 30 cm
Penguin - 24 cm
Pink Teddy - 23 cm
Reindeer - 32 cm
Sloth - 23 cm
Unicorn - 28 cm
White Bunny - 34 cm

HUOM! Kuvassa oleva karkkiaski ei tule setin mukana.";"• 100 % polyesteriplyysiä
• EN71 Euroopan leluturvallisuussäädöksen mukaisia
• Sopii kaikenikäisille
• Sopii sublimoitavaksi
• Vain käsinpesu

Korkeus:
Blue Teddy - 23 cm
Cat - 30 cm
Cow - 23 cm
Dog - 23 cm
Giraffe - 29 cm
Grey Bunny - 34 cm
Highland Cow - 23 cm
Kangaroo - 23 cm
Koala Bear - 26 cm
Lamb - 23 cm
Lion - 26 cm
Owl - 30 cm
Penguin - 24 cm
Pink Teddy - 23 cm
Reindeer - 32 cm
Sloth - 23 cm
Unicorn - 28 cm
White Bunny - 34 cm

HUOM! Kuvassa oleva karkkiaski ei tule setin mukana."
PRODUCT;'SETTI_85;title;fi;;;KAARNA KYLPYTAKKI + FRANTSILA RUUSU SUIHKUGEELI;Kaarna Kylpytakki + Frantsila Ruusu Suihkugeeli
PRODUCT;'SETTI_85;body_html;fi;;;"KYLPYTAKKI
Ihana, pehmeä Kaarna!
Kylpytakkia tarvitaan vuoden ympäri, siitä saa ihanaa lämpöä tilanteessa kuin tilanteessa.
Samasta sarjasta löytyy myös kietaisupyyhe sekä käsi- ja kylpypyyhkeet.

• 100 % puuvillafroteeta
• 450 g/m²
• Unisex-malli
• Pesu 60°C

SUIHKUGEELI
Kotimaista ruusua ja ruusun eteeristä öljyä sisältävä suihkugeeli puhdistaa ja pehmentää ihoa hellävaraisesti samalla rentouttaen mielen. Hiero pieni määrä kostealle iholle käsin tai pesusienellä. Huuhtele huolellisesti.

• 200ml
• Pakkauksen materiaali: Muovi
• Kotimainen, vegaaninen
• Eläin- ja luontoystävällinen. Ei sisällä sodium laureth sulfaattia, keinotekoisia väriaineita / tuoksuja, silikaatteja tai parabeeneja";"KYLPYTAKKI
Ihana, pehmeä Kaarna!
Kylpytakkia tarvitaan vuoden ympäri, siitä saa ihanaa lämpöä tilanteessa kuin tilanteessa.
Samasta sarjasta löytyy myös kietaisupyyhe sekä käsi- ja kylpypyyhkeet.

• 100 % puuvillafroteeta
• 450 g/m²
• Unisex-malli
• Pesu 60°C

SUIHKUGEELI
Kotimaista ruusua ja ruusun eteeristä öljyä sisältävä suihkugeeli puhdistaa ja pehmentää ihoa hellävaraisesti samalla rentouttaen mielen. Hiero pieni määrä kostealle iholle käsin tai pesusienellä. Huuhtele huolellisesti.

• 200ml
• Pakkauksen materiaali: Muovi
• Kotimainen, vegaaninen
• Eläin- ja luontoystävällinen. Ei sisällä sodium laureth sulfaattia, keinotekoisia väriaineita / tuoksuja, silikaatteja tai parabeeneja"
PRODUCT;'SETTI_86;title;fi;;;VINTAGE LAPTOP REPPU 18 L JA CLASSIC HUIVI;Vintage Laptop Reppu 18 L Ja Classic Huivi
PRODUCT;'SETTI_86;body_html;fi;;;"VINTAGE LAPTOP REPPU:
• 600D-polyesteriä
• Koko: 30 x 46 x 17 cm
• Tilavuus: 18 litraa
• Pehmustettu tasku 17" kannettavalle tietokoneelle
• Pehmustettu takapaneeli
• EasyPocket™-tasku helpottaa merkkaamista
• Keinonahka- ja metalliyksityiskohdat
• Nyörisäätö
• Magneettikiinnitys
• Pehmustetut, säädettävät olkahihnat
• Kantokahva

CLASSIC HUIVI
• 100 % akryyliä
• Ylellinen pehmeä lanka
• Suuri koko, 186 x 47 cm
• Hapsut päissä
• Käsinpesu
• Suositeltu merkkaustapa: brodeeraus ja merkki";"VINTAGE LAPTOP REPPU:
• 600D-polyesteriä
• Koko: 30 x 46 x 17 cm
• Tilavuus: 18 litraa
• Pehmustettu tasku 17" kannettavalle tietokoneelle
• Pehmustettu takapaneeli
• EasyPocket™-tasku helpottaa merkkaamista
• Keinonahka- ja metalliyksityiskohdat
• Nyörisäätö
• Magneettikiinnitys
• Pehmustetut, säädettävät olkahihnat
• Kantokahva

CLASSIC HUIVI
• 100 % akryyliä
• Ylellinen pehmeä lanka
• Suuri koko, 186 x 47 cm
• Hapsut päissä
• Käsinpesu
• Suositeltu merkkaustapa: brodeeraus ja merkki"
PRODUCT;'SETTI_89;title;fi;;;BILLUND MAUSTEMYLLY + KALA/KASVIS LEIKKUULAUTA JA KEITTIÖPYYHE;Billund Maustemylly + Kala/Kasvis Leikkuulauta Ja KeittiöPyyhe
PRODUCT;'SETTI_89;body_html;fi;;;"KAKSIPUOLINEN LEIKKUULAUTA KALA/KASVIS JA KEITTIÖPYYHKEET
Käsityönä Suomessa valmistetussa kauniin mattapintaisessa leikkuulaudassa on kaksipuolinen kuvitus: toisella puolella kansalliskalamme ahven ja toisella puolella tuttuja kotimaisia kasviksia.

• Suomalaista koivuviilua
• Koko: 20 x 30 cm
• Suositellaan käsinpesua
• Valmistettu Suomessa

Keittiöpyyhe
• 100 % GOTS-sertifioitua orgaanista puuvillaa
• Paino: 170 g/m²
• Koko: 50 x 70 cm
• Ripustuslenkki

BILLUND MAUSTEMYLLY
Tanskalaisen CrushGrindin Billund on hauska, leikkisästi suunnittelu sarja. Maustemyllyt on tehty suomalaisesta biokomposiittimateriaalista, joka on valmistettu puupohjaisista selluloosakuiduista sertifioiduista ja kestävästi hoidetuista metsistä. Biokomposiitti antaa tuotteille lämpimän, luonnollisen ja maanläheisen tunnun. Lisäksi materiaalilla on alhainen hiilijalanjälki.";"KAKSIPUOLINEN LEIKKUULAUTA KALA/KASVIS JA KEITTIÖPYYHKEET
Käsityönä Suomessa valmistetussa kauniin mattapintaisessa leikkuulaudassa on kaksipuolinen kuvitus: toisella puolella kansalliskalamme ahven ja toisella puolella tuttuja kotimaisia kasviksia.

• Suomalaista koivuviilua
• Koko: 20 x 30 cm
• Suositellaan käsinpesua
• Valmistettu Suomessa

Keittiöpyyhe
• 100 % GOTS-sertifioitua orgaanista puuvillaa
• Paino: 170 g/m²
• Koko: 50 x 70 cm
• Ripustuslenkki

BILLUND MAUSTEMYLLY
Tanskalaisen CrushGrindin Billund on hauska, leikkisästi suunnittelu sarja. Maustemyllyt on tehty suomalaisesta biokomposiittimateriaalista, joka on valmistettu puupohjaisista selluloosakuiduista sertifioiduista ja kestävästi hoidetuista metsistä. Biokomposiitti antaa tuotteille lämpimän, luonnollisen ja maanläheisen tunnun. Lisäksi materiaalilla on alhainen hiilijalanjälki."
PRODUCT;'SETTI_90;title;fi;;;BILLUND MAUSTEMYLLY + KALA/KASVIS LEIKKUULAUTA + KEITTIÖPYYHE;Billund Maustemylly + Kala/Kasvis Leikkuulauta + KeittiöPyyhe
PRODUCT;'SETTI_90;body_html;fi;;;"BILLUND MAUSTEMYLLY:
Tanskalaisen CrushGrindin Billund on hauska, leikkisästi suunnittelu sarja. Maustemyllyt on tehty suomalaisesta biokomposiittimateriaalista, joka on valmistettu puupohjaisista selluloosakuiduista sertifioiduista ja kestävästi hoidetuista metsistä. Biokomposiitti antaa tuotteille lämpimän, luonnollisen ja maanläheisen tunnun. Lisäksi materiaalilla on alhainen hiilijalanjälki.

KAKSIPUOLINEN LEIKKUULAUTA KALA/KASVIS JA KEITTIÖPYYHKEET
Käsityönä Suomessa valmistetussa kauniin mattapintaisessa leikkuulaudassa on kaksipuolinen kuvitus: toisella puolella kansalliskalamme ahven ja toisella puolella tuttuja kotimaisia kasviksia.

• Suomalaista koivuviilua
• Koko: 20 x 30 cm
• Suositellaan käsinpesua
• Valmistettu Suomessa

Keittiöpyyhe
• 100 % GOTS-sertifioitua orgaanista puuvillaa
• Paino: 170 g/m²
• Koko: 50 x 70 cm
• Ripustuslenkki";"BILLUND MAUSTEMYLLY:
Tanskalaisen CrushGrindin Billund on hauska, leikkisästi suunnittelu sarja. Maustemyllyt on tehty suomalaisesta biokomposiittimateriaalista, joka on valmistettu puupohjaisista selluloosakuiduista sertifioiduista ja kestävästi hoidetuista metsistä. Biokomposiitti antaa tuotteille lämpimän, luonnollisen ja maanläheisen tunnun. Lisäksi materiaalilla on alhainen hiilijalanjälki.

KAKSIPUOLINEN LEIKKUULAUTA KALA/KASVIS JA KEITTIÖPYYHKEET
Käsityönä Suomessa valmistetussa kauniin mattapintaisessa leikkuulaudassa on kaksipuolinen kuvitus: toisella puolella kansalliskalamme ahven ja toisella puolella tuttuja kotimaisia kasviksia.

• Suomalaista koivuviilua
• Koko: 20 x 30 cm
• Suositellaan käsinpesua
• Valmistettu Suomessa

Keittiöpyyhe
• 100 % GOTS-sertifioitua orgaanista puuvillaa
• Paino: 170 g/m²
• Koko: 50 x 70 cm
• Ripustuslenkki"
PRODUCT;'SETTI_91;title;fi;;;BILLUND MAUSTEMYLLY + JUUSTO/LEIPÄ LEIKKUULAUTA + KEITTIÖPYYHE;Billund Maustemylly + Juusto/Leipä Leikkuulauta + KeittiöPyyhe
PRODUCT;'SETTI_91;body_html;fi;;;"BILLUND MAUSTEMYLLY
Tanskalaisen CrushGrindin Billund on hauska, leikkisästi suunnittelu sarja. Maustemyllyt on tehty suomalaisesta biokomposiittimateriaalista, joka on valmistettu puupohjaisista selluloosakuiduista sertifioiduista ja kestävästi hoidetuista metsistä. Biokomposiitti antaa tuotteille lämpimän, luonnollisen ja maanläheisen tunnun. Lisäksi materiaalilla on alhainen hiilijalanjälki.

KAKSIPUOLINEN LEIKKUULAUTA JUUSTO/LEIPÄ JA KEITTIÖPYYHKEET
Käsityönä Suomessa valmistetussa kauniin mattapintaisessa leikkuulaudassa on kaksipuolinen kuvitus: toisella puolella herkullisia juustoja ja toisella puolella eri viljatuotteita.

Leikkuulauta
• Suomalaista koivuviilua
• Koko: 20 x 30 cm
• Suositellaan käsinpesua
• Valmistettu Suomessa

Keittiöpyyhe
• 100 % GOTS-sertifioitua orgaanista puuvillaa
• Paino: 170 g/m²
• Koko: 50 x 70 cm
• Ripustuslenkki";"BILLUND MAUSTEMYLLY
Tanskalaisen CrushGrindin Billund on hauska, leikkisästi suunnittelu sarja. Maustemyllyt on tehty suomalaisesta biokomposiittimateriaalista, joka on valmistettu puupohjaisista selluloosakuiduista sertifioiduista ja kestävästi hoidetuista metsistä. Biokomposiitti antaa tuotteille lämpimän, luonnollisen ja maanläheisen tunnun. Lisäksi materiaalilla on alhainen hiilijalanjälki.

KAKSIPUOLINEN LEIKKUULAUTA JUUSTO/LEIPÄ JA KEITTIÖPYYHKEET
Käsityönä Suomessa valmistetussa kauniin mattapintaisessa leikkuulaudassa on kaksipuolinen kuvitus: toisella puolella herkullisia juustoja ja toisella puolella eri viljatuotteita.

Leikkuulauta
• Suomalaista koivuviilua
• Koko: 20 x 30 cm
• Suositellaan käsinpesua
• Valmistettu Suomessa

Keittiöpyyhe
• 100 % GOTS-sertifioitua orgaanista puuvillaa
• Paino: 170 g/m²
• Koko: 50 x 70 cm
• Ripustuslenkki"
PRODUCT;'SETTI_92;title;fi;;;BILLUND MAUSTEMYLLY + JUUSTO/LEIPÄ LEIKKUULAUTA + KEITTIÖPYYHE;Billund Maustemylly + Juusto/Leipä Leikkuulauta + KeittiöPyyhe
PRODUCT;'SETTI_92;body_html;fi;;;"BILLUND MAUSTEMYLLY
Tanskalaisen CrushGrindin Billund on hauska, leikkisästi suunnittelu sarja. Maustemyllyt on tehty suomalaisesta biokomposiittimateriaalista, joka on valmistettu puupohjaisista selluloosakuiduista sertifioiduista ja kestävästi hoidetuista metsistä. Biokomposiitti antaa tuotteille lämpimän, luonnollisen ja maanläheisen tunnun. Lisäksi materiaalilla on alhainen hiilijalanjälki.

KAKSIPUOLINEN LEIKKUULAUTA JUUSTO/LEIPÄ JA KEITTIÖPYYHKEET
Käsityönä Suomessa valmistetussa kauniin mattapintaisessa leikkuulaudassa on kaksipuolinen kuvitus: toisella puolella herkullisia juustoja ja toisella puolella eri viljatuotteita.

Leikkuulauta
• Suomalaista koivuviilua
• Koko: 20 x 30 cm
• Suositellaan käsinpesua
• Valmistettu Suomessa

Keittiöpyyhe
• 100 % GOTS-sertifioitua orgaanista puuvillaa
• Paino: 170 g/m²
• Koko: 50 x 70 cm
• Ripustuslenkki";"BILLUND MAUSTEMYLLY
Tanskalaisen CrushGrindin Billund on hauska, leikkisästi suunnittelu sarja. Maustemyllyt on tehty suomalaisesta biokomposiittimateriaalista, joka on valmistettu puupohjaisista selluloosakuiduista sertifioiduista ja kestävästi hoidetuista metsistä. Biokomposiitti antaa tuotteille lämpimän, luonnollisen ja maanläheisen tunnun. Lisäksi materiaalilla on alhainen hiilijalanjälki.

KAKSIPUOLINEN LEIKKUULAUTA JUUSTO/LEIPÄ JA KEITTIÖPYYHKEET
Käsityönä Suomessa valmistetussa kauniin mattapintaisessa leikkuulaudassa on kaksipuolinen kuvitus: toisella puolella herkullisia juustoja ja toisella puolella eri viljatuotteita.

Leikkuulauta
• Suomalaista koivuviilua
• Koko: 20 x 30 cm
• Suositellaan käsinpesua
• Valmistettu Suomessa

Keittiöpyyhe
• 100 % GOTS-sertifioitua orgaanista puuvillaa
• Paino: 170 g/m²
• Koko: 50 x 70 cm
• Ripustuslenkki"
PRODUCT;'SETTI_95;title;fi;;;OMNIOUTIL ÄMPÄRI 10 L + SLIPPERSIT + HAMAM PYYHE;Omnioutil äMpäRi 10 L + Slippersit + Hamam Pyyhe
PRODUCT;'SETTI_95;body_html;fi;;;"ÄMPÄRI:
Japanilaisen Miyoko suunnittelijan palkittu monikäyttöinen designtuote.

Kaunis tuote kotiin, mökille, veneeseen, puutarhaan tai lahjaksi.

• Kansainvälisesti palkittu tuote: "Long Life Design Award" (vuonna 2010) ja "Good Design" (ensimmäisenä vuotenaan 1994)
• Koko 10 litraa
• Materiaali hyväksytty elintarvikkeiden säilytykseen
• Myrkytön, ei ftalaatteja
• Kestää -20 °C
• Voi pestä + 120 °C
• Toimii myös jakkarana, kestää 150 kg painon
• Kaikenlaiseen säilytykseen
• Kätevä reikä puutarhaletkulle
• Omnioutil tarkoittaa japaniksi asiaa joka on hyödyllinen kaikkeen
• Omnioutil ämpäreitä on valmistettu vuodesta 1994 lähtien

SLIPPERSIT:
• 100 % polyesteriä
• Painettava pääliosa
• Painettavan alueen koko n. 5 x7 cm
• Valkoiseen on mahdollista myös sublimointi
• Iskuja vaimentava muotoiltu pohja
• Kevyt materiaali

Koot: 35/36 - 45/46
HUOM: kokomerkintä pääliosan sisäpuolella

HAMAM PYYHE:
Polku Hamam-pyyhkeessä on kaunis ja sileä pinta. Pyyhkeet ovat samalla pehmeitä, kevyitä, imukykyisiä ja mahtuvat matkustaessakin pieneen tilaan. Ajattoman elegantti design tarjoaa myös uskomattoman monikäyttöisyyden, voit käyttää Polkua pyyhkeenä, torkkupeittona tai vaikkapa rantamekkona.
Urheilukassissa menee pieneen tilaan suihkupyyhkeenä.

• 100 % puuvillaa
• Koko: 90 x 170 cm + solmitut hapsut
• Materiaalin paksuus: 150 g/m² (pyyhkeen paino 270 g)
• Nopeasti kuivuva materiaali
• Pesu 60°C";"ÄMPÄRI:
Japanilaisen Miyoko suunnittelijan palkittu monikäyttöinen designtuote.

Kaunis tuote kotiin, mökille, veneeseen, puutarhaan tai lahjaksi.

• Kansainvälisesti palkittu tuote: "Long Life Design Award" (vuonna 2010) ja "Good Design" (ensimmäisenä vuotenaan 1994)
• Koko 10 litraa
• Materiaali hyväksytty elintarvikkeiden säilytykseen
• Myrkytön, ei ftalaatteja
• Kestää -20 °C
• Voi pestä + 120 °C
• Toimii myös jakkarana, kestää 150 kg painon
• Kaikenlaiseen säilytykseen
• Kätevä reikä puutarhaletkulle
• Omnioutil tarkoittaa japaniksi asiaa joka on hyödyllinen kaikkeen
• Omnioutil ämpäreitä on valmistettu vuodesta 1994 lähtien

SLIPPERSIT:
• 100 % polyesteriä
• Painettava pääliosa
• Painettavan alueen koko n. 5 x7 cm
• Valkoiseen on mahdollista myös sublimointi
• Iskuja vaimentava muotoiltu pohja
• Kevyt materiaali

Koot: 35/36 - 45/46
HUOM: kokomerkintä pääliosan sisäpuolella

HAMAM PYYHE:
Polku Hamam-pyyhkeessä on kaunis ja sileä pinta. Pyyhkeet ovat samalla pehmeitä, kevyitä, imukykyisiä ja mahtuvat matkustaessakin pieneen tilaan. Ajattoman elegantti design tarjoaa myös uskomattoman monikäyttöisyyden, voit käyttää Polkua pyyhkeenä, torkkupeittona tai vaikkapa rantamekkona.
Urheilukassissa menee pieneen tilaan suihkupyyhkeenä.

• 100 % puuvillaa
• Koko: 90 x 170 cm + solmitut hapsut
• Materiaalin paksuus: 150 g/m² (pyyhkeen paino 270 g)
• Nopeasti kuivuva materiaali
• Pesu 60°C"
PRODUCT;'SETTI_96;title;fi;;;OMNIOUTIL 4L ÄMPÄRI + KAARNA KYLPYPYYHE + FRANTSILA NOKKOS-YRTTI SHAMPOO;Omnioutil 4l äMpäRi + Kaarna Kylpypyyhe + Frantsila Nokkos-Yrtti Shampoo
PRODUCT;'SETTI_96;body_html;fi;;;"ÄMPÄRI:
Japanilaisen Miyoko suunnittelijan palkittu monikäyttöinen designtuote.

Kaunis tuote kotiin, mökille, veneeseen, puutarhaan tai lahjaksi.

• Kansainvälisesti palkittu tuote: "Long Life Design Award" (vuonna 2010) ja "Good Design" (ensimmäisenä vuotenaan 1994)
