title,Translated content,size_table
"Naisten Cooldry Tee","Ainutlaatuinen CoolDry Tee on valmistettu pehmeästä, kevyestä ja hengittävästä kankaasta, joka siirtää ihon kosteuden paidan ulkopinnalle, josta se haihtuu nopeasti. Tässä huippuluokan T-paidassa on käytetty CoolDry-materiaalia maksimaalisen mukavuuden ja suorituskyvyn takaamiseksi.

• 95 % CoolDry-mikropolyesteriä, 5 % spandexia
• Paino: 160 g/m²
• Urheiluun sopiva muotoiltu malli
• CoolDry-materiaali siirtää ihon kosteuden paidan ulkopinnalle, josta se haihtuu nopeasti
• Pehmeä ja hengittävä materiaali
• Litteät hiertämättömät saumaompeleet
• Heijastava painatus sivussa
• Valmistusmaa Bangladesh
• Tullikoodi 61099020

Koot: S - XXL","<table>
<tr>
<td>Koko</td>
<td>Leveys cm*</td>
<td>Pituus cm**</td>
</tr>
<tr>
<td>S</td>
<td>46</td>
<td>65</td>
</tr>
<tr>
<td>M</td>
<td>49</td>
<td>67</td>
</tr>
<tr>
<td>L</td>
<td>52</td>
<td>69</td>
</tr>
<tr>
<td>XL</td>
<td>55</td>
<td>71</td>
</tr>
<tr>
<td>XXL</td>
<td>58</td>
<td>73</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>1,5</td>
<td>1,5</td>
</tr>
</table>
<p>* Leveys tuotteen reunasta reunaan hihojen alapuolelta</p>
<p>** Pituus olkapään korkeimmasta kohdasta alareunaan</p>"
"PitkäHihainen Cooldry Tee","Ainutlaatuinen CoolDry Tee on valmistettu pehmeästä, kevyestä ja hengittävästä kankaasta, joka siirtää ihon kosteuden paidan ulkopinnalle, josta se haihtuu nopeasti. Tässä huippuluokan T-paidassa on käytetty CoolDry-materiaalia maksimaalisen mukavuuden ja suorituskyvyn takaamiseksi.

• 95 % CoolDry-mikropolyesteriä, 5 % spandexia
• Paino: 160 g/m²
• Urheiluun sopiva muotoiltu malli
• CoolDry-materiaali siirtää ihon kosteuden paidan ulkopinnalle, josta se haihtuu nopeasti
• Pehmeä ja hengittävä materiaali
• Litteät hiertämättömät saumaompeleet
• Valmistusmaa Bangladesh
• Tullikoodi 61099020

Koot: XS - 3XL","<table>
<tr>
<td>Koko</td>
<td>Leveys cm*</td>
<td>Pituus cm**</td>
</tr>
<tr>
<td>XS</td>
<td>47</td>
<td>63</td>
</tr>
<tr>
<td>S</td>
<td>50</td>
<td>66</td>
</tr>
<tr>
<td>M</td>
<td>53</td>
<td>71</td>
</tr>
<tr>
<td>L</td>
<td>56</td>
<td>74</td>
</tr>
<tr>
<td>XL</td>
<td>59</td>
<td>77</td>
</tr>
<tr>
<td>XXL</td>
<td>62</td>
<td>79</td>
</tr>
<tr>
<td>3XL</td>
<td>65</td>
<td>81</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>1,5</td>
<td>1,5</td>
</tr>
</table>
<p>* Tuotteen reunasta reunaan 1 cm hihojen alapuolelta</p>
<p>** Olkapään korkeimmasta kohdasta tuotteen helmaan</p>"
"Luxury Sport Pikee","Rento ja mukava polyesteripikee, joka sopii niin työhön kuin urheiluun ja vapaa-aikaan.

• 100 % CoolDry-polyesteriä
• Paino: 150 g/m²
• Tyylikkäät leikkaukset olkapäillä
• Nappilistassa kolme antrasiitin väristä nappia
• Kaulus samaa kangasta
• Kosteus siirtyy iholta kankaan ulkopinnalle, josta se haihtuu nopeasti
• Valmistusmaa Bangladesh
• Tullikoodi 61052010

Koot: S - 3XL","<table>
<tr>
<td>Koko</td>
<td>Leveys cm*</td>
<td>Pituus cm**</td>
</tr>
<tr>
<td>S</td>
<td>52</td>
<td>70</td>
</tr>
<tr>
<td>M</td>
<td>54,5</td>
<td>72</td>
</tr>
<tr>
<td>L</td>
<td>57</td>
<td>74</td>
</tr>
<tr>
<td>XL</td>
<td>59,5</td>
<td>77</td>
</tr>
<tr>
<td>XXL</td>
<td>62</td>
<td>80</td>
</tr>
<tr>
<td>3XL</td>
<td>65</td>
<td>81</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>1,5</td>
<td>1,5</td>
</tr>
</table>
<p>* Leveys tuotteen reunasta reunaan hihojen alapuolelta</p>
<p>** Pituus olkapään korkeimmasta kohdasta alareunaan</p>"
"Naisten Luxury Sport Pikee","Rento ja mukava polyesteripikee, joka sopii niin työhön kuin urheiluun ja vapaa-aikaan.

• 100 % CoolDry-polyesteriä
• Paino: 150 g/m²
• Tyylikkäät leikkaukset olkapäillä
• Nappilistassa kolme antrasiitin väristä nappia
• Kaulus samaa kangasta
• Kosteus siirtyy iholta kankaan ulkopinnalle, josta se haihtuu nopeasti
• Kapea malli
• Valmistusmaa Bangladesh
• Tullikoodi 61062000

Koot: S - 3XL","<table>
<tr>
<td>Koko</td>
<td>Leveys cm*</td>
<td>Pituus cm**</td>
</tr>
<tr>
<td>S</td>
<td>44</td>
<td>64</td>
</tr>
<tr>
<td>M</td>
<td>47</td>
<td>66,5</td>
</tr>
<tr>
<td>L</td>
<td>48</td>
<td>69</td>
</tr>
<tr>
<td>XL</td>
<td>50</td>
<td>71,5</td>
</tr>
<tr>
<td>XXL</td>
<td>52</td>
<td>74</td>
</tr>
<tr>
<td>3XL</td>
<td>54</td>
<td>74,5</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>1,5</td>
<td>1,5</td>
</tr>
</table>
<p>* Leveys tuotteen reunasta reunaan hihojen alapuolelta</p>
<p>** Pituus olkapään korkeimmasta kohdasta alareunaan</p>"
"Sof Tee","Sof Tee on yksi markkinoiden parhaista paksuista T-paidoista ja se sopii myös työkäyttöön, sillä sen voi pestä 60 asteessa. Sileän pintansa ansiosta paita sopii erinomaisesti painatukseen ja brodeeraukseen.

• 100 % rengaskehrättyä pitkäkuituista kampapuuvillaa
• Heather Grey: 85 % puuvillaa, 15 % viskoosia
• Paino: 185 g/m²
• Kaksinkertainen puuvilla/Lycra®-kaula-aukko
• Olalla vahvistettu sauma
• Tuplakutistettu kangas
• Pesu 60°C
• Valmistusmaa Bangladesh
• Tullikoodi 61091000

Koot: S - 3XL 
(Black, Dark Grey, Navy, Red, Royal ja White S - 5XL)","<table>
<tr>
<td>Koko</td>
<td>Leveys cm*</td>
<td>Pituus cm**</td>
</tr>
<tr>
<td>S</td>
<td>48</td>
<td>70</td>
</tr>
<tr>
<td>M</td>
<td>52</td>
<td>73</td>
</tr>
<tr>
<td>L</td>
<td>56</td>
<td>76</td>
</tr>
<tr>
<td>XL</td>
<td>60</td>
<td>79</td>
</tr>
<tr>
<td>XXL</td>
<td>64</td>
<td>82</td>
</tr>
<tr>
<td>3XL</td>
<td>67</td>
<td>85</td>
</tr>
<tr>
<td>4XL</td>
<td>70</td>
<td>85</td>
</tr>
<tr>
<td>5XL</td>
<td>73</td>
<td>86</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>1,5</td>
<td>1,5</td>
</tr>
</table>
<p>* Leveys tuotteen reunasta reunaan hihojen alapuolelta</p>
<p>** Pituus olkapään korkeimmasta kohdasta alareunaan</p>"
"Fashion Sof Tee","Kapea ja muoltoiltu malli. 

• 100 % pitkäkuituista rengaskehrättyä kampapuuvillaa
• Paino: 185 g/m²
• Kapeampi muotoiltu malli
• Kaksinkertainen kaulus, jossa Lycraa®
• Vahvistetut olka- ja niskasaumat
• Tuplakutistettu, tuplatikkaukset
• Pesu 60 °C
• Valmistusmaa Bangladesh
• Tullikoodi 61091000

Koot: S - 3XL","<table>
<tr>
<td>Koko</td>
<td>Leveys 1 cm*</td>
<td>Leveys 2 cm**</td>
<td>Pituus cm***</td>
</tr>
<tr>
<td>S</td>
<td>49</td>
<td>47</td>
<td>70</td>
</tr>
<tr>
<td>M</td>
<td>52</td>
<td>50</td>
<td>72</td>
</tr>
<tr>
<td>L</td>
<td>55</td>
<td>53</td>
<td>74</td>
</tr>
<tr>
<td>XL</td>
<td>58</td>
<td>57</td>
<td>76</td>
</tr>
<tr>
<td>XXL</td>
<td>61</td>
<td>59</td>
<td>78</td>
</tr>
<tr>
<td>3XL</td>
<td>64</td>
<td>62</td>
<td>80</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>1,5</td>
<td>1,5</td>
<td>1,5</td>
</tr>
</table>
<p>* Leveys reunasta reunaan hihojen alapuolelta</p>
<p>** Leveys reunasta reunaan helmasta </p>
<p>*** Pituus olkapään korkeimmasta kohdasta alareunaan</p>"
"PitkäHihainen Fashion Sof Tee","Rengaskehrätystä kampapuuvillasta valmistettu pitkähihainen T-paita soveltuu vapaa-ajan lisäksi työkäyttöön, sillä paidan voi pestä 60 asteessa. T-paidan kangas on tuplakutistettu sekä entsyymi- ja silikonipesty.

• 100 % rengaskehrättyä kampapuuvillaa
• Paino: 185 g/m²
• Kaksinkertainen puuvilla/Lycra®-kaulus
• Hihansuissa puuvilla/Lycra®-resorit
• Vahvistetut olka- ja niskasaumat
• Tuplakutistettu kangas
• Hieman muotoiltu malli
• Pesu 60°C
• Valmistusmaa Bangladesh
• Tullikoodi 61091000

Koot: S - 5XL","<table>
<tr>
<td>Koko</td>
<td>Leveys cm*</td>
<td>Pituus cm**</td>
</tr>
<tr>
<td>S</td>
<td>50</td>
<td>70</td>
</tr>
<tr>
<td>M</td>
<td>51</td>
<td>72</td>
</tr>
<tr>
<td>L</td>
<td>53</td>
<td>74</td>
</tr>
<tr>
<td>XL</td>
<td>56</td>
<td>76</td>
</tr>
<tr>
<td>XXL</td>
<td>58</td>
<td>78</td>
</tr>
<tr>
<td>3XL</td>
<td>60</td>
<td>80</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>1,5</td>
<td>1,5</td>
</tr>
</table>
<p>* Leveys tuotteen reunasta reunaan hihojen alapuolelta</p>
<p>** Pituus olkapään korkeimmasta kohdasta alareunaan</p>"
"Naisten Sof Tee","Sof Tee on yksi markkinoiden parhaista paksuista T-paidoista ja se sopii myös työkäyttöön, sillä sen voi pestä 60 asteessa. Sileän pintansa ansiosta paita sopii erinomaisesti painatukseen ja brodeeraukseen.

• 100 % rengaskehrättyä pitkäkuituista kampapuuvillaa
• Paino: 185 g/m²
• Kaksinkertainen puuvilla/Lycra®-kaula-aukko
• Olalla vahvistettu sauma
• Tuplakutistettu kangas
• Pesu 60°C
• Valmistusmaa Bangladesh
• Tullikoodi 61091000

Koot: S - 3XL (Red S - XXL)","<table>
<tr>
<td>Koko</td>
<td>Leveys cm*</td>
<td>Pituus cm**</td>
</tr>
<tr>
<td>S</td>
<td>48</td>
<td>63</td>
</tr>
<tr>
<td>M</td>
<td>50</td>
<td>65</td>
</tr>
<tr>
<td>L</td>
<td>52</td>
<td>67</td>
</tr>
<tr>
<td>XL</td>
<td>54</td>
<td>69</td>
</tr>
<tr>
<td>XXL</td>
<td>57</td>
<td>71</td>
</tr>
<tr>
<td>3XL</td>
<td>60</td>
<td>73</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>1,5</td>
<td>1,5</td>
</tr>
</table>
<p>* Leveys tuotteen reunasta reunaan hihojen alapuolelta</p>
<p>** Pituus olkapään korkeimmasta kohdasta alareunaan</p>"
"Stretch Fleece","Erityisen joustava ja sileäpintainen fleece, joka on valmistettu premium-laatuisesta materiaalista. Fleecessä on harjattu sisäpinta ja vetoketjulliset taskut ja se soveltuu monenlaiseen ulkoiluun tai välikerrokseksi kylmempiin keleihin.

• 90 % polyesteriä, 10 % elastaania
• Paino: 235 g/m²
• Hieman muotoiltu malli
• Pystykaulus
• Kaksi vetoketjullista sivutaskua ja rintatasku
• Valmistusmaa Kiina
• Tullikoodi 62014090

Koot: S - 3XL","<table>
<tr>
<td>Koko</td>
<td>Leveys cm*</td>
<td>Pituus cm**</td>
</tr>
<tr>
<td>S</td>
<td>49</td>
<td>70</td>
</tr>
<tr>
<td>M</td>
<td>52</td>
<td>72</td>
</tr>
<tr>
<td>L</td>
<td>55</td>
<td>74</td>
</tr>
<tr>
<td>XL</td>
<td>58</td>
<td>76</td>
</tr>
<tr>
<td>XXL</td>
<td>61</td>
<td>77</td>
</tr>
<tr>
<td>3XL</td>
<td>64</td>
<td>78</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>1,5</td>
<td>1,5</td>
</tr>
</table>
<p>* Tuotteen reunasta reunaan 1 cm hihojen alapuolelta</p>
<p>** Selkäpuolelta olkapään korkeimmasta kohdasta tuotteen alareunaan</p>"
"Naisten Stretch Fleece","Erityisen joustava ja sileäpintainen fleece, joka on valmistettu premium-laatuisesta materiaalista. Fleecessä on harjattu sisäpinta ja vetoketjulliset taskut ja se soveltuu monenlaiseen ulkoiluun tai vaikka välikerrokseksi kylmempiin keleihin.

• 90 % polyesteriä, 10 % elastaania
• Paino: 235 g/m²
• Hieman muotoiltu malli
• Pystykaulus
• Kaksi vetoketjullista sivutaskua ja rintatasku
• Valmistusmaa Kiina
• Tullikoodi 62014090

Koot: S - 3XL","<table>
<tr>
<td>Koko</td>
<td>Leveys cm*</td>
<td>Pituus cm**</td>
</tr>
<tr>
<td>S</td>
<td>45</td>
<td>65</td>
</tr>
<tr>
<td>M</td>
<td>48</td>
<td>67</td>
</tr>
<tr>
<td>L</td>
<td>51</td>
<td>69</td>
</tr>
<tr>
<td>XL</td>
<td>54</td>
<td>71</td>
</tr>
<tr>
<td>XXL</td>
<td>57</td>
<td>72</td>
</tr>
<tr>
<td>3XL</td>
<td>60</td>
<td>73</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>1,5</td>
<td>1,5</td>
</tr>
</table>
<p>* Tuotteen reunasta reunaan 1 cm hihojen alapuolelta</p>
<p>** Selkäpuolelta olkapään korkeimmasta kohdasta tuotteen alareunaan</p>"
"Hybrid-Stretch Takki","Tämä siisti ja moderni Hybrid-Stretch -takki on ihanteellinen sekä työhön että ulkoiluun. Body-osan Dupont™-vanu pitää kehon lämpimänä ja joustavat paneelit lisäävät liikkuvuutta. Takin joustavasta kankaasta tehdyissä hihoissa on fleecevuori.

• Päälipinta: 100 % 300T-polyesteriä
• Hihat ja paneelit: 90 % polyesteriä, 10 % elastaania
• Vuori: 100 % 380T-polyesteriä
• Välissä 100 % Dupont™-polyesterivanu
• Paino: 235 g/m²
• Muotoiltu malli
• Joustavat sivupaneelit ja hihat
• Kaksi vetoketjullista etutaskua sekä povitasku
• Joustava kanttaus helmassa
• Pystykaulus
• Valmistusmaa Kiina
• Tullikoodi 62014090

Koot: S - 3XL","<table>
<tr>
<td>Koko</td>
<td>Leveys cm*</td>
<td>Pituus cm**</td>
</tr>
<tr>
<td>S</td>
<td>50</td>
<td>70</td>
</tr>
<tr>
<td>M</td>
<td>53</td>
<td>72</td>
</tr>
<tr>
<td>L</td>
<td>56</td>
<td>74</td>
</tr>
<tr>
<td>XL</td>
<td>59</td>
<td>76</td>
</tr>
<tr>
<td>XXL</td>
<td>62</td>
<td>77</td>
</tr>
<tr>
<td>3XL</td>
<td>65</td>
<td>78</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>1,5</td>
<td>1,5</td>
</tr>
</table>
<p>* Tuotteen reunasta reunaan 1 cm hihojen alapuolelta</p>
<p>** Selkäpuolelta olkapään korkeimmasta kohdasta tuotteen alareunaan</p>"
"Naisten Hupullinen Hybrid-Stretch Takki","Naisten hupullinen Hybrid-Stretch -takin body-osa on 300T-polyesteriä. Takin käytännöllisyyttä lisäävät joustavat fleecepaneelit ja -hihat. Huppu tekee takista extramukavan kylminä päivinä.

• Päälipinta: 100 % 300T-polyesteriä
• Hihat ja paneelit: 90 % polyesteriä, 10 % elastaania
• Vuori: 100 % 380T-polyesteriä
• Välissä 100 % Dupont™-polyesterivanu
• Muotoiltu malli
• Joustavat sivupaneelit ja hihat
• Kaksi vetoketjullista etutaskua sekä povitasku
• Joustava kanttaus helmassa
• Huppu
• Valmistusmaa Kiina
• Tullikoodi 62024010

Koot: S - 3XL","<table>
<tr>
<td>Koko</td>
<td>Leveys cm*</td>
<td>Pituus cm**</td>
</tr>
<tr>
<td>S</td>
<td>48</td>
<td>65</td>
</tr>
<tr>
<td>M</td>
<td>51</td>
<td>67</td>
</tr>
<tr>
<td>L</td>
<td>54</td>
<td>69</td>
</tr>
<tr>
<td>XL</td>
<td>57</td>
<td>71</td>
</tr>
<tr>
<td>XXL</td>
<td>60</td>
<td>72</td>
</tr>
<tr>
<td>3XL</td>
<td>63</td>
<td>73</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>1,5</td>
<td>1,5</td>
</tr>
</table>
<p>* Tuotteen reunasta reunaan 1 cm hihojen alapuolelta</p>
<p>** Selkäpuolelta olkapään korkeimmasta kohdasta tuotteen alareunaan</p>"
"Hybrid-Stretch Liivi","Siisti ja moderni Hybrid-Stretch -liivi on ihanteellinen sekä työhön että ulkoiluun. Dupont™-vanu pitää kehon lämpimänä ja joustavat sivupaneelit tuovat liikkuvuutta liiviin.

• Päälipinta: 100 % 300T-polyesteriä
• Paneelit: 90 % polyesteriä, 10 % elastaania
• Vuori: 100 % 380T-polyesteriä
• Välissä 100 % Dupont™-polyesterivanu
• Paino: 235 g/m²
• Muotoiltu malli
• Joustavat sivupaneelit 
• Kaksi vetoketjullista etutaskua sekä povitasku
• Pystykaulus
• Valmistusmaa Kiina
• Tullikoodi 62014090

Koot: XS - 3XL","<table>
<tr>
<td>Koko</td>
<td>Leveys cm*</td>
<td>Pituus cm**</td>
</tr>
<tr>
<td>XS</td>
<td>46</td>
<td>68</td>
</tr>
<tr>
<td>S</td>
<td>50</td>
<td>70</td>
</tr>
<tr>
<td>M</td>
<td>53</td>
<td>72</td>
</tr>
<tr>
<td>L</td>
<td>56</td>
<td>74</td>
</tr>
<tr>
<td>XL</td>
<td>59</td>
<td>76</td>
</tr>
<tr>
<td>XXL</td>
<td>62</td>
<td>77</td>
</tr>
<tr>
<td>3XL</td>
<td>65</td>
<td>78</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>1,5</td>
<td>1,5</td>
</tr>
</table>
<p>* Tuotteen reunasta reunaan 1 cm kainalosauman alapuolelta</p>
<p>** Selkäpuolelta olkapään korkeimmasta kohdasta tuotteen alareunaan</p>"
"Mountain Fleece","Paksusta ja pehmeästä polyesterifleecestä valmistettu Mountain-fleece, jossa on ripstop-vahvistetut paneelit. Fleecen rento muotoilu sopii kerrospukeutumiseen ja erityisesti kylmään säähän.

• 100 % polyesteriä
• Ripstop-vahvikkeet: 92 % polyesteriä, 8 % elastaania
• Rintatasku
• Kaksi vetoketjullista sivutaskua
• Joustava kanttaus hihansuissa ja helmassa
• Valmistusmaa Kiina
• Tullikoodi 61103091

Koot: S - 3XL","<table>
<tr>
<td>Koko</td>
<td>Leveys cm*</td>
<td>Pituus cm**</td>
</tr>
<tr>
<td>XS</td>
<td>49</td>
<td>70</td>
</tr>
<tr>
<td>S</td>
<td>52</td>
<td>72</td>
</tr>
<tr>
<td>M</td>
<td>55</td>
<td>74</td>
</tr>
<tr>
<td>L</td>
<td>58</td>
<td>76</td>
</tr>
<tr>
<td>XL</td>
<td>61</td>
<td>78</td>
</tr>
<tr>
<td>XXL</td>
<td>64</td>
<td>79</td>
</tr>
<tr>
<td>3XL</td>
<td>67</td>
<td>80</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>1,5</td>
<td>1,5</td>
</tr>
</table>
<p>* Tuotteen reunasta reunaan 1 cm hihojen alapuolelta</p>
<p>** Selkäpuolelta olkapään korkeimmasta kohdasta tuotteen alareunaan</p>"
"Mountain Fleeceliivi","Mountain-fleeceliivi on valmistettu paksusta ja pehmeästä polyesterifleecestä. Liivin rento muotoilu sopii kerrospukeutumiseen ja erityisesti kylmään säähän.

• 100 % polyesteriä
• Ripstop-vahvikkeet: 92 % polyesteriä, 8 % elastaania
• Rintatasku
• Kaksi vetoketjullista sivutaskua
• Joustava kanttaus helmassa
• Valmistusmaa Kiina
• Tullikoodi 61103091

Koot: XS - 3XL","<table>
<tr>
<td>Koko</td>
<td>Leveys cm*</td>
<td>Pituus cm**</td>
</tr>
<tr>
<td>XS</td>
<td>49</td>
<td>70</td>
</tr>
<tr>
<td>S</td>
<td>52</td>
<td>72</td>
</tr>
<tr>
<td>M</td>
<td>55</td>
<td>74</td>
</tr>
<tr>
<td>L</td>
<td>58</td>
<td>76</td>
</tr>
<tr>
<td>XL</td>
<td>61</td>
<td>78</td>
</tr>
<tr>
<td>XXL</td>
<td>64</td>
<td>79</td>
</tr>
<tr>
<td>3XL</td>
<td>67</td>
<td>80</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>1,5</td>
<td>1,5</td>
</tr>
</table>
<p>* Tuotteen reunasta reunaan 1 cm kainaloiden alapuolelta</p>
<p>** Selkäpuolelta olkapään korkeimmasta kohdasta tuotteen alareunaan</p>"
"Active Fleece","Ohut Active-fleece on monikäyttöinen, miellyttävä ja sopii mainiosti kerrospukeutumiseen.

• 100 % nukkaantumatonta polyesteriä 
• Paino: 170 g/m²
• Tuulilukko vetoketjun alla
• Muotoiltu kevyt microfleece
• Vetoketjulliset taskut
• Valmistusmaa Bangladesh
• Tullikoodi 61013090

Koot: S - 3XL","<table>
<tr>
<td>Koko</td>
<td>Leveys cm*</td>
<td>Pituus cm**</td>
</tr>
<tr>
<td>S</td>
<td>49</td>
<td>68</td>
</tr>
<tr>
<td>M</td>
<td>52</td>
<td>70</td>
</tr>
<tr>
<td>L</td>
<td>55</td>
<td>72</td>
</tr>
<tr>
<td>XL</td>
<td>58</td>
<td>74</td>
</tr>
<tr>
<td>XXL</td>
<td>61</td>
<td>75</td>
</tr>
<tr>
<td>3XL</td>
<td>64</td>
<td>78</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>1,5</td>
<td>1,5</td>
</tr>
</table>
<p>* Tuotteen reunasta reunaan 1 cm hihojen alapuolelta</p>
<p>** Selkäpuolelta olkapään korkeimmasta kohdasta tuotteen alareunaan</p>"
"Performance Softshell-Takki","Premium-laatuinen joustava softshell-takki, joka sopii mainiosti niin ulkoiluun kuin kaupunkikäyttöön.

• 95 % polyesteriä, 5 % spandexia
• Kolmikerrossoftshell-materiaali - 260 g/m²
• TPU-kalvo
• Vedenpitävyys 8.000 mm
• Hengittävyys 6.000 g/m²
• Tuulenpitävä
• Vedenpitävä vetoketjullinen hihatasku
• Kaksi vetoketjullista sivutaskua
• Säädettävä helma
• Hieman muotoiltu malli
• Valmistusmaa Kiina
• Tullikoodi 62014090

Koot: S - 3XL (Black S - 5XL)","<table>
<tr>
<td>Koko</td>
<td>Leveys cm*</td>
<td>Pituus cm**</td>
</tr>
<tr>
<td>S</td>
<td>55,5</td>
<td>68</td>
</tr>
<tr>
<td>M</td>
<td>58</td>
<td>70</td>
</tr>
<tr>
<td>L</td>
<td>60</td>
<td>72,5</td>
</tr>
<tr>
<td>XL</td>
<td>62</td>
<td>74</td>
</tr>
<tr>
<td>XXL</td>
<td>64</td>
<td>76,5</td>
</tr>
<tr>
<td>3XL</td>
<td>66</td>
<td>78</td>
</tr>
<tr>
<td>4XL</td>
<td>68</td>
<td>79</td>
</tr>
<tr>
<td>5XL</td>
<td>70</td>
<td>80</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>2</td>
<td>2</td>
</tr>
</table>
<p>* Leveys tuotteen reunasta reunaan hihojen alapuolelta</p>
<p>** Pituus olkapään korkeimmasta kohdasta alareunaan</p>"
"Recycled Club Pusakka","Club-sarjan kevyt takki on valmistettu korkealaatuisesta ja joustavasta kierrätyskankaasta. Selkeän ja urheilullisen muotoilun ansiosta takki on erittäin monikäyttöinen. Siinä on laadukas SBS-vetoketju, kaksi suurta etutaskua ja sisätasku. Lisäksi käytännöllinen ribbineulos helmassa ja hihansuissa.

• Ulkopinta: 90 % kierrätettyä polyesteriä, 10 % elastaania
• Vuori: 100 % kierrätettyä 380T-nailonia
• Paino: 210 g/m²
• Vedenpitävyys 6.000 mm
• Hengittävyys 6.000 g/m²
• Tuulenpitävä
• Kaksi vetoketjullista etutaskua ja povitasku
• Ribbineulos helmassa ja hihansuissa
• Valmistusmaa Kiina
• Tullikoodi 62014010

Koot: XS - 3XL (Black XS - 5XL)","<table>
<tr>
<td>Koko</td>
<td>Leveys cm*</td>
<td>Pituus edestä cm**</td>
<td>Pituus takaa cm**</td>
</tr>
<tr>
<td>XS</td>
<td>50</td>
<td>68</td>
<td>69</td>
</tr>
<tr>
<td>S</td>
<td>54</td>
<td>70</td>
<td>71</td>
</tr>
<tr>
<td>M</td>
<td>57</td>
<td>72</td>
<td>73</td>
</tr>
<tr>
<td>L</td>
<td>60</td>
<td>74</td>
<td>75</td>
</tr>
<tr>
<td>XL</td>
<td>63</td>
<td>76</td>
<td>77</td>
</tr>
<tr>
<td>XXL</td>
<td>66</td>
<td>77</td>
<td>78</td>
</tr>
<tr>
<td>3XL</td>
<td>69</td>
<td>78</td>
<td>79</td>
</tr>
<tr>
<td>4XL</td>
<td>72</td>
<td>79</td>
<td>80</td>
</tr>
<tr>
<td>5XL</td>
<td>75</td>
<td>80</td>
<td>81</td>
</tr>
</table>
<p>* Leveys tuotteen reunasta reunaan hihojen alapuolelta</p>
<p>** Pituus olkapään korkeimmasta kohdasta alareunaan</p>"
"Urban Adventure Takki","Ensiluokkainen ulkoilutakki, joka on valmistettu kaksikerroksisesta elastaania sisältävästä materiaalista. Takki on vettähylkivä ja siinä on korkealaatuinen DuPont™-toppaus ja irrotettava huppu. Toiminnalliset ominaisuudet sopivat erinomaisesti ulkoiluun, takki tarjoaa lämmön, kestävyyden ja menevän ulkonäön.

• 88 % polyesteriä, 12 % spandexia
• Vuori: 310T-polyesteriä
• DuPont™-täyte
• Vedenpitävyys 8.000 mm
• Hengittävyys 3.000 g/m²
• Tuulenpitävä
• Irrotettava ja säädettävä huppu
• Leukasuojus
• Kaksi kaksiosaista etutaskua
• Joustava helma ja hihansuut
• Sisäpuolella napillinen tasku 
• Valmistusmaa Kiina
• Tullikoodi 62033390

Koot: S - 3XL","<table>
<tr>
<td>Koko</td>
<td>Leveys cm*</td>
<td>Pituus cm**</td>
</tr>
<tr>
<td>S</td>
<td>55</td>
<td>70</td>
</tr>
<tr>
<td>M</td>
<td>58</td>
<td>72</td>
</tr>
<tr>
<td>L</td>
<td>62</td>
<td>74</td>
</tr>
<tr>
<td>XL</td>
<td>65</td>
<td>76</td>
</tr>
<tr>
<td>XXL</td>
<td>68</td>
<td>78</td>
</tr>
<tr>
<td>3XL</td>
<td>71</td>
<td>79</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>1,5</td>
<td>1,5</td>
</tr>
</table>
<p>* Leveys tuotteen reunasta reunaan hihojen alapuolelta</p>
<p>** Pituus selästä olkapään korkeimmasta kohdasta alareunaan</p>"
